id,name,domain,Location,LocationEmployees (Current),Employees: Growth YoY (%),Investment Stage,Last Funding Amount (USD),Investors,LinkedIn Profile (Founders/CEOs),In Energize Affinity,Employees (Current)
293275217,"Sortera Technologies, Inc.",sorteratechnologies.com,"Markle, Ind.",,,,,,,False,
262400065,Soulmates Ventures,soulmatesventures.com,"Prague, Czech Republic",,,,,,,False,
268036713,Sound Agriculture,sound.ag,"Emeryville, California",,-17.95,Series D,75000000.0,Northpond Ventures,Travis Bayer (Co-founder and CTO): https://linkedin.com/in/travis-bayer-68094b97,True,96.0
268260957,Source,source.ag,"Amsterdam, Netherlands",,-10.0,Series A,4000000.0,Hico Capital,Rien Kamman (CEO & Co-Founder): https://linkedin.com/in/rienkamman,True,108.0
e9f53c61-04e7-4666-b1a4-63214c25998b,sourceful,https://sourceful.com/,UK,,,,,,,False,
1619646,Sourcemap,sourcemap.com,"New York, New York",,-8.7,Series B,20000000.0,Energize Ventures,Leonardo Bonanni (Founder and CEO): https://linkedin.com/in/leonardobonanni,True,63.0
224896916,South 8 Technologies,south8technologies.com,"San Diego, California",,,Series A,12000000.0,Lockheed Martin Ventures,Tom Stepien (CEO): https://linkedin.com/in/tomstepien,True,25.0
2b50d20d-967d-4ef9-a31e-17dcb4990f36,space intelligence,,"Edinburgh, Scotland",,,,,,,False,
b25d2800-3c26-4200-91d6-8eb6147f8949,spacedrip,,"Tallinn, Estonia",,,,,,,False,
279072675,Span,span.io,"San Francisco, California",,5.75,Series B,96000000.0,Amazon's Alexa Fund,"Chad Conway (Co-Founder, Head of Products): https://linkedin.com/in/chadconway",True,239.0
150794698,SparkCharge,sparkcharge.io,"Somerville, Massachusetts",,-25.0,Series A,30500000.0,Summer Watson,Richard Whitney (Co-Founder | Lead System Engineer): https://linkedin.com/in/rwhitney1,True,33.0
b78c729c-64c3-4394-912c-723c69db4c5a,sparkcognition,,"Austin, Texas",,,,,,,False,
199d4526-535e-4b99-894c-1f825cb01068,sparkmeter,https://sparkmeter.io/,"Washington, D.C.",,,,,,,False,
45e52339-ea31-4744-907d-e911cb9a8770,spartan radar,,"Los Alamitos, CA",,,,,,,False,
285877558,Sparxell,sparxell.com,"Cambridge, U.K.",,,,,,,False,
352b9347-198b-433c-9ea0-d89ea419e00e,specifx data,,"San Francisco, CA",,,,,,,False,
224837750,Speckle,speckle.systems,"London, United Kingdom",,10.34,Series A,12500000.0,Foreword,Matteo Cominetti (Co-Founder): https://linkedin.com/in/teocomi,True,32.0
224703469,Spectro Cloud,spectrocloud.com,"San Jose, CA",,,,,,,False,
8c5de5ad-1a3f-4294-9815-71ab7412d8d0,spexi,https://www.spexi.com/,"Vancouver, Canada",,,,,,,False,
aeda4e5c-f6fa-4a64-9950-0ad0b31229a6,spiber,,"Yamagata, Japan",,,,,,,False,
162597149,SpinDrive,spindrive.fi,"Lappeenranta, Finland",,,,,,,False,
156977647,Spinergie,spinergie.com,"Paris, France",,-6.1,Series A,11000000.0,Antoine de Chassy,Louis Jozon (CPO & co Founder): https://linkedin.com/in/louis-jozon-a4366a57,True,77.0
f9004f39-f48e-4fdc-9fff-fb2b5f39bf57,spinnova,https://www.spinnova.com/,Finland,,,,,,,False,
293014323,SpiralWave,spiralwave.io,San Francisco,,,,,,,False,
df852e9b-3c12-4f60-afb9-3317ab4a2507,splight,,"San Francisco, CA",,,,,,,False,
2532700,Spoiler Alert,spoileralert.com,"Boston, Massachusetts",,4.55,Seed,2500000.0,LaunchCapital,Emily Malina (Co-Founder & Chief Product Officer): https://linkedin.com/in/emilymalina,True,46.0
279336252,Spoor,spoor.ai,"Oslo, Norway",,3.45,Seed,4000000.0,Ørsted Ventures,Ask Helseth (Co-Founder & CEO): https://linkedin.com/in/ask-helseth-94ba8354,True,30.0
289529352,Spore Biotechnologies - Lighting-up Microbiology,spore.bio,"Paris, France",,,,,,,False,
164028314,Spotless Water,spotlesswater.co.uk,"Dorset, U.K.",,,,,,,False,
2c92eae8-69fe-4d93-9edb-61007b563fec,spotta,https://www.spotta.co.uk/,"Cambridge, UK",,,,,,,False,
280703486,Spring Valley Acquisition Corporation,sv-ac.com,"New York, New York",,0.0,Public Markets,200000000.0,,Chris Sorrells (Chief Executive Officer and Board Member of Spring Valley Acquisition Corporation II): https://linkedin.com/in/chris-sorrells-5a6a836,True,3.0
dff21f05-60a5-43ff-b096-89e3d0cf4b01,sproud,https://sproud.com/,Sweden,,,,,,,False,
c9bd874b-eab8-46ef-8d26-707e528b7033,sqim,,"Varese, Italy",,,,,,,False,
279211209,Squad Mobility,squadmobility.com,"Breda, Netherlands",,,,,,,False,
013e2b2a-7fc7-465c-9940-e9ac8dc9a935,squake,https://squake.earth/,Berlin,,,,,,,False,
285407050,Squint,squint.ai,"San Jose, California",,37.84,Series A,13000000.0,Menlo Ventures,Devin Bhushan (Founder & CEO): https://linkedin.com/in/devin-bhushan-96916a29,True,51.0
223395383,STABL Energy,stabl.com,"Munich, Germany",,-5.63,Other,16449150.0,UVC Partners,Martin Sprehe (Co-Founder und Geschäftsführer): https://linkedin.com/in/martin-sprehe-624576180,True,67.0
292704160,Stack AV,stackav.com,"Pittsburgh, Pennsylvania",,-3.77,Other,,SoftBank Group Corp.,"Bryan Salesky (CEO, Stack AV): https://linkedin.com/in/bsalesky",True,204.0
9b85b1c2-1d30-4dba-a80c-e735355d7235,stacklet,,"Arlington, VA",,,,,,,False,
276395840,Stafl Systems,staflsystems.com,South San Francisco,,,,,,,False,
300247581,Stand,standinsurance.com,"San Francisco, California",,22.22,,30000000.0,Convective Capital,,True,11.0
15ad3e34-c025-452c-86ef-42901630ca25,standard biocarbon,https://www.standardbiocarbon.com/,"Portland, ME",,,,,,,False,
b6d82428-1918-4dd9-9c8d-d9d31cfbe0ec,standard energy,,South Korea,,,,,,,False,
285549824,Standard Fleet,standardfleet.com,"Covina, California",,12.5,Seed,7000000.0,Canvas Ventures,"David Hodge (Founder, CEO): https://linkedin.com/in/davidwhodge",True,18.0
297784631,"Standard Nuclear Consultants, Inc",standardnuclear.com,"Oak Ridge, TN",,,,,,,False,
879d0dd8-4209-4b94-adac-989f2a1f25cd,standing ovation,,France,,,,,,,False,
d8faaa21-5a20-432e-b97f-dae4ff6bb726,star catcher industries,,"Jacksonville, FL",,,,,,,False,
0e71c226-4f47-424c-a67a-ea8910cbff7a,star charge,,China,,,,,,,False,
283621993,Stargate Hydrogen,stargatehydrogen.com,"Tallinn, Estonia",,,,,,,False,
25106275-2cfc-4b50-a9d3-2779c36523c6,stark future,https://www.starkfuture.com/,"Barcelona, Spain",,,,,,,False,
0d4eed1f-4588-4e87-9394-4dfe0d05a3d5,starpath robotics,,"San Francisco, CA",,,,,,,False,
3eadd697-b314-4a7a-8bbb-e0be1fb95c2d,starship technologies,https://www.starship.xyz/,"San Francisco, CA",,,,,,,False,
283696086,Starshot Capital,starshotcapital.com,"LA, U.S.",,0.0,Investment Fund,35000000.0,,,True,12.0
287507166,Stately Bio,statelybio.com,"Palo Alto, CA",,,,,,,False,
78fc3d52-4b22-4047-9eb4-de5eba357428,statera energy,,"London, UK",,,,,,,False,
263310759,Statiq,statiq.in,"Gurugram, India",,8.37,Series A,25700000.0,,Akshit Bansal (Founder): https://linkedin.com/in/akshit-bansal-829b6585,True,220.0
121552215,"STAX Engineering, Inc.",staxengineering.com,"Los Angeles, CA",,,,,,,False,
e86f48dd-56ad-4308-8a27-dd8db3b179c9,steady energy,https://steadyenergy.com/,"Espoo, Finland",,,,,,,False,
1756153,SteamaCo,steama.co,U.K.,,,,,,,False,
cf19eff9-f930-48da-bd6e-5af95d7b1ae6,stegra,https://stegra.com/,"Stockholm, Sweden",,,,,,,False,
1587677,Stem,stem.com,"San Francisco, California",,-1.71,Public Markets,405300000.0,Greener Capital,"Brian Thompson (Founder, CEO): https://linkedin.com/in/brianthompson",True,403.0
278994287,Stemy Energy,stemyenergy.com,Spain,,,,,,,False,
7d64ee34-3879-4dab-b1f6-ace724ea293b,stenon,https://stenon.io/,Germany,,,,,,,False,
5a688fd4-9ddd-4903-b4c3-ee76747aa3e9,stepstone group,,New York,,,,,,,False,
289028929,Stepwise,stepwise.no,"Stavanger, Norway",,31.58,,35000000.0,,Per-Robert Jacobsen (Co-Founder and Executive Chair): https://linkedin.com/in/per-robert-jacobsen-978b70b0,True,25.0
203276494,Steward,gosteward.com,"Portland, Oregon",,-14.29,Series A,8800000.0,The Grantham Environmental Trust’s venture capital vehicle,Dan Miller (Founder & CEO): https://linkedin.com/in/dan-miller-0a41357,True,12.0
38577726-2e93-41c3-aaa1-18e7d92a8fdc,stilla technologies,,France,,,,,,,False,
280819178,Stockeld Dreamery,stockeld.com,Sweden,,,,,,,False,
289789685,Stoke Space,stokespace.com,"Renton, Washington",,40.48,Series B,100000000.0,MaC Ventures,Andy Lapsa (Founder): https://linkedin.com/in/andy-lapsa-6338ba231,True,177.0
1784536,Stor.ai (formerly Self Point),stor.ai,"Tel Aviv, Israel",,,,,,,False,
1673871,StoreDot,store-dot.com,"Herzliya, Israel",,-15.87,Series D,,Samsung,David Gilmour (Executive Chairman): https://linkedin.com/in/davidiangilmour,True,106.0
297273417,storio energy,storioenergy.com,"Paris, France",,11.11,Seed,5500000.0,Bump,,True,10.0
1532550,Stormfisher Biogas,stormfisher.com,"Toronto, Canada",,,,,,,False,
73d18f03-3e41-4472-a667-3a15fa2ef9b7,stormfisher hydrogen,https://stormfisher.com/,"Toronto, Canada",,,,,,,False,
156294091,StormHarvester,stormharvester.com,"Castlereagh, United Kingdom",,21.05,Series A,10200000.0,,Brian Moloney (Founder and Managing Director): https://linkedin.com/in/brian-moloney-9a155229,True,46.0
74236372,StormSensor,stormsensor.io,"Seattle, Washington",,0.0,Debt,50000.0,Institute’s Social Investment Fund,Erin Rothman (CEO & Co-founder): https://linkedin.com/in/erin-rothman-64592028,True,5.0
4346a6bf-8fb1-4107-bf4d-3e61f3000b4e,strangeworks,https://strangeworks.com/,"Austin, Texas",,,,,,,False,
291838777,Strata Clean Energy,stratacleanenergy.com,"Durham, NC",,,,,,,False,
12134a73-3c75-4d6d-8182-6f1d45988ab6,stratasys,https://www.stratasys.com/,"Tel Aviv, Israel",,,,,,,False,
d477f113-423a-47ba-b6c8-1fa9b9fdfb3b,strategic biofuels,,"Columbia, LA",,,,,,,False,
1613457,StreetLight Data,streetlightdata.com,"San Francisco, California",,1.44,Series D,15000000.0,T-Venture,Laura Schewel (Founder and Chief Executive Officer): https://linkedin.com/in/lauraschewel,True,141.0
283410677,Strider Technologies,striderintel.com,"Salt Lake City, Utah",,,,,,,False,
0c875277-04dc-4628-9102-b75926091277,strike graph,,"Seattle, WA",,,,,,,False,
225147673,Striveworks,striveworks.us,"Austin, Texas",,,,33667650.0,,James Rebesco (Chief Executive Officer): https://linkedin.com/in/jrebesco,True,
268096953,Strong by Form,strongbyform.com,"Madrid, Spain",,,,,,,False,
130574781,StructionSite,structionsite.com,"Oakland, California",,-28.57,Series C,10000000.0,existing investors,Philip Lorenzo (Cofounder and Chief Product Officer): https://linkedin.com/in/philip-lorenzo-94602018,True,5.0
162568408,StructShare,structshare.com,"New York, New York",,-22.22,Other,8000000.0,SeedIL,"Or Lakritz (Co-Founder, Chief Product & Strategy Officer): https://linkedin.com/in/orlakritz",True,28.0
1b588623-e507-45a6-920e-d68133b8afb6,subeca,https://www.subeca.com/,"Richardson, TX",,,,,,,False,
263537951,Sublime Systems,sublime-systems.com,"Somerville, Massachusetts",,18.67,Series A,40000000.0,The Engine,Isabella Allen (Chief of Staff to CEO / Co-Founder): https://linkedin.com/in/isabella-allen-9699757,True,89.0
268025424,SubsBase,subsbase.com,"Cairo, Egypt",,,,,,,False,
283658955,suena,suena.energy,"Hamburg, Germany",,5.88,Seed,3000000.0,Business Angels,Melvin Rinkleff (Founder Associate (Working Student)): https://linkedin.com/in/melvin-rinkleff,True,36.0
a70f6204-1f46-46e2-9a8d-2762e248461f,suind,,"Bangalore Urban, India",,,,,,,False,
2c079ab8-3264-46a7-b27a-a9d5ed7d7b90,suiso,,"Sheffield, UK",,,,,,,False,
289383906,Sumday,sumday.io,"Burnie, Australia",,0.0,Seed,5300000.0,Blackbird,Jessica Richmond (Co - Founder & CEO): https://linkedin.com/in/jessica-richmond-b799864b,True,19.0
221151968,Summit Nanotech,summitnanotech.ca,"Calgary, Canada",,-23.4,Series A,50000000.0,Climate Tech Fund,Amanda Hall (CEO): https://linkedin.com/in/amanda-hall-cleantech,True,108.0
7194ad86-dfaf-4982-a998-888ba22384ef,summit ridge energy,,"Arlington, VA",,,,,,,False,
124903859,The Sun Exchange,thesunexchange.com,"Cape Town, South Africa",,-10.0,Debt,2500000.0,ARPF,"Levi Gavriel Tepljak (CFO, Co-founder): https://linkedin.com/in/levi-tepljak",True,27.0
3a4212bd-ef82-47fb-a2de-d4e6a890e4ed,sun mobility,,India,,,,,,,False,
281079867,Sunairio,sunairio.com,"Baltimore, Maryland",,25.0,Other,6400000.0,"MassMutual Ventures' Climate Tech Fund,","Mitchell Walk (Co-Founder, Head of Business Development): https://linkedin.com/in/mitchwalk",True,10.0
8b885369-ccba-4961-b5e3-25fe9f6c4078,sunculture,https://www.sunculture.com/,"Nairobi, Kenya",,,,,,,False,
294866240,SunDensity,sundensity.us,"Rochester, New York",,12.0,,15651900.0,,Shefali Patel (CEO): https://linkedin.com/in/shefali-patel-53780916,True,19.0
263460380,Sundrive Solar,sundrivesolar.com,"South Sydney, Australia",,,,,,,False,
278766138,Sunflower Therapeutics,sunflowertx.com,"Medford, MA",,,,,,,False,
287949546,Sunhat,getsunhat.com,"Cologne, Germany",,72.73,Seed,5000000.0,WEPA Ventures,Ali Kamalizade (Co-Founder & CTO): https://linkedin.com/in/alikamalizade,True,38.0
282618931,Sunhero,sunhero.com,"Barcelona, Spain",,-47.13,Series A,10000000.0,All Iron Ventures,Stefan Braun (Co-Founder): https://linkedin.com/in/stefanbraun1,True,46.0
e53065c6-5739-4d31-8ca3-3441dc25126c,sunking,,"Nairobi, Kenya",,,,,,,False,
c2bf063b-5cb9-4daa-9835-316a4a323c41,sunlight financial,,Undisclosed,,,,,,,False,
4e56d818-bad5-49e1-a600-1c78be3385fd,sunly,,"Tallinn, Estonia",,,,,,,False,
1696546,Sunnova,sunnova.com,"Houston, Texas",,-10.19,Public Markets,100000000.0,"Triangle Peak Partners, LP",Lynda Attaway (Chief Strategy Officer and Co-Founder): https://linkedin.com/in/lynda-attaway,True,1164.0
225193549,SunRoof,sunroof.se,"None, Sweden",,-22.68,Series B,13500000.0,Jon Olsson,,True,75.0
285823358,SunSave,sunsave.energy,"London, United Kingdom",,11.11,Seed,5400000.0,Roland Rudd,Camilla Beltrame (Founder Associate): https://linkedin.com/in/camilla-beltrame,True,30.0
282642715,Sunstone Credit,sunstonecredit.com,"Baltimore, Maryland",,-9.09,Series A,20000000.0,Cross River Digital Ventures,,True,40.0
cafe09a4-c9b5-49f9-9689-caade77d3451,sunswap,https://sunswap.com/,"Leatherhead, U.K.",,,,,,,False,
6015295e-45db-466c-9809-c836b8c432bf,suntuity renewables,,"Holmdel, NJ",,,,,,,False,
1697892,Sunverge Energy,sunverge.com,"San Francisco, California",,-41.67,Other,11000000.0,Southern Cross Renewable Energy Fund,Dean Sanders (Chairman & CTO (Co-founder)): https://linkedin.com/in/dean-sanders-b96b3a16,True,14.0
279067466,Sunvigo,sunvigo.de,"Cologne, Germany",,-75.68,Series C,19500000.0,Triodos Energy Transition Europe Fund,Vigen N. (Co-founder and Managing Director): https://linkedin.com/in/vigen-n-92773164,True,18.0
9dd421d0-cdfc-4e5c-ac13-3033100e2945,super73,https://www.super73.com/,"Irvine, CA",,,,,,,False,
286662372,SuperCircle,supercircle.world,"New York, New York",,5.0,Seed,7000000.0,BBG Ventures,Phong Nguyen (Co-Founder / CTO): https://linkedin.com/in/phongn,True,21.0
7c9bc815-27af-417b-a817-d6cfb95ad4ce,supercritical,,UK,,,,,,,False,
b9ec25e2-cdf4-4bc3-828f-868bdbc42a29,supercritical solutions,https://www.supercritical.solutions/,"Berkshire, U.K.",,,,,,,False,
4c6fb8a2-330e-4c1d-9f0c-50c16fb2a85b,supernode,https://www.supernode.com/,"Dublin, Ireland",,,,,,,False,
b2bc2899-3c02-44a2-b591-ff2a39f49f39,supernova invest and crédit agricole group,,"Paris, France",,,,,,,False,
1645170,Superpedestrian,superpedestrian.com,Boston,,,,,,,False,
bf1c9207-0424-408f-95ec-351f545cc3fa,superplum,https://superplum.com/,India,,,,,,,False,
1e201c6d-1873-4053-b645-6f05a2857979,supplant,https://supplant.com/,Israel,,,,,,,False,
1615663,SupplyShift,supplyshift.net,"Santa Cruz, California",,-47.06,,10000000.0,Tenfore,Alex Gershenson (CEO): https://linkedin.com/in/alexander-gershenson,True,18.0
a17efcda-19e8-463c-8994-7d96a329bf65,sureimpact,https://www.sureimpact.com/,"Powell, OH",,,,,,,False,
288741717,Suryanesia,suryanesia.com,Indonesia,,,,,,,False,
284354666,Sustaera,sustaera.com,"Cary, NC",,,,,,,False,
282329104,Sustain.Life,sustain.life,"New York, New York",,-73.58,Seed,16000000.0,Seyen Capital,Annalee Bloomfield (CEO): https://linkedin.com/in/annalee-bloomfield-37aa009,True,14.0
220452718,SustainCERT,sustain-cert.com,"Roeser, Luxembourg",,-14.16,Series B,37000000.0,1to4 Foundation,,True,97.0
280856678,SustainKart,sustainkart.com,India,,,,,,,False,
cdd29dcd-fb42-46fb-9df3-9522d99ece53,susteon,https://susteon.com/,"Cary, NC",,,,,,,False,
977db096-6473-4899-aed0-1eb01b611b7e,svante,,"Burnaby, Canada",,,,,,,False,
7db8213c-0f41-4664-9217-e9af744f0814,svante technologies,,"Vancouver, Canada",,,,,,,False,
a81bd7eb-a0fc-4434-b11a-34df53d2e56b,svx,,"Sunnyvale, Calif.",,,,,,,False,
3c6b3b7e-d68a-4a0c-a44f-ab74c939bd3e,swantide,https://swantide.com/,"San Francisco, CA",,,,,,,False,
292563868,PhoenixEra Swap Energy Solutions,swapenergies.com,Indonesia,,,,,,,False,
283612324,Swap Robotics,swaprobotics.com,"Ontario, Canada",,,,,,,False,
151467755,Swarm Engineering,swarm.engineering,"San Juan Capistrano, California",,0.0,Seed,2700000.0,Rinvest,Stu Frost (Chairman & Co-founder): https://linkedin.com/in/stu-frost,True,23.0
116048914,SwarmFarm Robotics,swarmfarm.com,"Gindie, Australia",,,,,,,False,
63e79c84-009f-43d5-92b3-9820dd5122d4,sweetch energy,,"Rennes, France",,,,,,,False,
4709d908-0272-4340-9728-d46d495b89cf,swell energy,https://www.swellenergy.com/,"Los Angeles, CA",,,,,,,False,
200339407,Swift Solar,swiftsolar.com,"San Carlos, California",,0.0,Series A,27000000.0,BlueScopeX,"Maximilian Hoerantner (Co-Founder, VP of Engineering): https://linkedin.com/in/maxhoerantner",True,39.0
1787084,Swiftmile,swiftmile.com,"San Carlos, California",,-26.32,Series A,5000000.0,Verizon Ventures,Keith Moravick (Co-Founder | CTO): https://linkedin.com/in/keith-moravick-63ab037,True,14.0
285416238,Switch Bioworks,switchbioworks.com,San Carlos,,,,,,,False,
262948234,SW/TCH Maritime,switchmaritime.com,"Jackson, WY",,,,,,,False,
209882188,SwitchDin,switchdin.com,"Maitland, Australia",,-6.38,,3456858.0,,Andrew M. (Chief Executive Officer & Founder): https://linkedin.com/in/andrewmears,True,44.0
87b47054-e0cd-4980-bd24-bfc93b0d9134,switchee,https://www.switchee.com/,"London, U.K.",,,,,,,False,
67affa30-7778-4963-a4c6-2a815af120ff,swobbee,https://swobbee.com/,Germany,,,,,,,False,
42d4fdbe-d69b-4a07-a271-7c42de68b375,swtch energy,https://www.swtchenergy.com/,"Toronto, Canada",,,,,,,False,
225104370,Sylvera,sylvera.com,"London, United Kingdom",,-9.2,Series B,57000000.0,9Yards Capital,Samuel Gill (Co-Founder & COO): https://linkedin.com/in/samuel-gill,True,148.0
460db2c2-2034-4690-842b-ee76406724b4,symbrosia,,"Kailua-Kona, Hawaii",,,,,,,False,
409aa24c-ee9f-47de-b2ab-7c653a5dcfaf,sympower,https://sympower.net/,Amsterdam,,,,,,,False,
53808597,Synaptec,synapt.ec,"Glasgow, United Kingdom",,7.14,Other,8172385.0,Scottish Investment Bank,Paweł Niewczas (Founder and R&D Director): https://linkedin.com/in/pawe%C5%82-niewczas-66b437aa,True,45.0
262656555,Sync Computing,synccomputing.com,"Cambridge, Massachusetts",,-7.69,Series A,15500000.0,The Engine,"Jeff Chou (Co-Founder, CEO): https://linkedin.com/in/jeffchoumit",True,24.0
287691203,Synergi,synergi.so,"Helsinki, Finland",,7.14,Seed,2000000.0,Vaens,"Harri Iisakka (Co-founder, Operations): https://linkedin.com/in/iisakkaharri",True,15.0
200338553,Synhelion,synhelion.com,Switzerland,,,,,,,False,
61ca512b-6ee7-4f40-83d1-71054cfe1f7b,synonym biotechnologies,https://synonymbio.com/,"New York, NY",,,,,,,False,
286790356,Synop.ai,synop.ai,"New York, New York",,-18.92,Series A,10100000.0,Obvious Ventures,Gagan Dhillon (Co-Founder): https://linkedin.com/in/gagan-dhillon-6b5b5116,True,30.0
a0ba5772-c531-477f-ab3f-18af6a466e3e,syntetica,,"Paris, France",,,,,,,False,
2ed7c801-887a-4ad3-a477-5e34bfba1b54,synthesia,https://www.synthesia.io/,"London, UK",,,,,,,False,
0478bd10-5f99-4dd5-abfd-f948c1fb6b30,synthetaic,,"Delafield, Wis.",,,,,,,False,
ead4f880-13d1-4ce3-b343-883b3052b2e2,synthica,,"Blue Ash, OH",,,,,,,False,
9444df71-6fb5-43fd-9df1-64e0f2bc02dd,syso technologies,,"Cambridge, MA",,,,,,,False,
161812293,Syzygy Plasmonics,plasmonics.tech,"Houston, Texas",,-8.04,Series C,76000000.0,angel investors from the Creative Destruction Lab program and the Houston area,,True,103.0
295915882,T-Robotics,t-robotics.ai,"San Francisco, California",,125.0,Seed,5400000.0,Berkeley Skydeck,,True,9.0
282565389,TablePointer,tablepointer.com,Singapore,,,,,,,False,
202531563,Tackle.io,tackle.io,"Boise, Idaho",,-11.62,Series C,100000000.0,Bessemer Venture Partners,Dillon Woods (Founder): https://linkedin.com/in/dewoods,True,175.0
1620456,tado°,tado.com,"Munich, Germany",,-5.29,Other,32626200.0,Statkraft Ventures,Valentin Sawadski (Co-Founder): https://linkedin.com/in/sawadski,True,215.0
accb7c32-c8c1-45dc-9e0c-6b69407c4419,tae technologies,https://taetechnologies.com/,"Foothill Ranch, CA",,,,,,,False,
291710524,"TakeOff Technologies, Inc.",shoptakeoff.com,"Waltham, MA",,,,,,,False,
223955956,Tallarium,tallarium.com,"London, UK",,,,,,,False,
93dfd8c8-26e9-47a9-8c36-2901e4390bd1,tan90,,India,,,,,,,False,
a91bd3b4-ccbf-49ab-800e-2eecd05b947d,tandem pv,https://www.tandempv.com/,"Santa Clara, CA",,,,,,,False,
285181610,Tangible,tangiblematerials.com,"San Francisco, California",,23.08,Seed,3000000.0,Redstone Built World Fund,Anneli Tostar (CEO + Co-Founder): https://linkedin.com/in/anneli-tostar-424a1760,True,16.0
98f3795b-653a-45d7-b43e-2764b15fc16e,tata motors,,India,,,,,,,False,
223146020,Tau Group,tau.group,"Pianezza, Italy",,-1.54,Series B,11911240.0,corporate venturing arm of German specialty chemicals company Altana AG,Francesco Taiariol (CEO): https://linkedin.com/in/taiariol,True,64.0
284032253,TCab Tech,tcabtech.com,Shanghai,,,,,,,False,
221387728,TDK Ventures,tdk-ventures.com,"San Jose, CA",,5.71,Investment Fund,150000000.0,"TDK Ventures, Inc.",,True,37.0
118306215,tealbook,tealbook.com,"Toronto, Canada",,-1.32,Series B,50000000.0,Good Friends,Stephany Lapierre (Chief Executive Officer): https://linkedin.com/in/tealbook,True,75.0
291943076,Tebrio,tebrio.com,"Salamanca, Spain",,,,,,,False,
223828728,Technosylva,technosylva.com,"San Diego, California",,32.18,Other,,General Atlantic’s BeyondNetZero Fund,Bryan Spear (Chief Executive Officer): https://linkedin.com/in/business-solution-strategy,True,115.0
1612745,TEKEVER,tekever.com,"Lisbon, Portugal",,,,,,,False,
299902524,Tekoma Energy KK,tekoma.energy,Tokyo,,,,,,,False,
262393266,Teleo,teleo.ai,"Palo Alto, California",,0.0,Series A,16200000.0,Trousdale Ventures,Rom (Romain) Clement (Co-founder & CTO at Teleo): https://linkedin.com/in/romclement,True,26.0
353d3344-250e-4ae9-8317-0ace068fad5d,telesense,https://www.telesense.com/,"Sunnyvale, CA",,,,,,,False,
289445660,Telo Trucks,telotrucks.com,"San Carlos, California",,,,,,,False,
286459041,tem.,tem.energy,"London, United Kingdom",,52.17,Series A,13700000.0,Nilan Peiris,Jason Stocks (Co-Founder): https://linkedin.com/in/jason-stocks-ab97476b,True,35.0
d1c78269-07e6-42a5-a760-3074ea9ae0b3,tembici,https://www.tembici.com.br/,"São Paulo, Brazil",,,,,,,False,
279110167,TEMO France,temofrance.com,"Vannes, France",,9.09,Series A,6000000.0,Bpifrance,,True,24.0
122979129,TemperPack,temperpack.com,"Richmond, VA",,,,,,,False,
100247068,Tempus,tempus.com,"Chicago, Illinois",,2.27,Public Markets,200000000.0,Baillie Gifford International,Eric Lefkofsky (Founder and CEO): https://linkedin.com/in/ericlefkofsky,True,2345.0
1016906c-dd78-48fa-8a85-877df1ee6c61,tender food,https://tenderfood.com/,"Sommerville, MA, U.S.",,,,,,,False,
916bada4-57d1-4a64-a72d-20154f464c29,tenderd,https://tenderd.com/,"Copenhagen, Denmark",,,,,,,False,
225086899,Tenet,tenet.com,"New York, New York",,-41.67,Series A,30000000.0,angel investors,"Andreas Wallendahl (Co-founder, COO): https://linkedin.com/in/awallendahl",True,14.0
09ebf040-e5f4-40e6-8d6c-4772e0e0ce31,tenet energy,,"New York City, NY",,,,,,,False,
225102051,Tensor Ventures,tensor.ventures,Prague,,,,,,,False,
4494ef53-0478-446c-8833-1705ea3315c5,tenways ebike,https://tenways.com/,Hong Kong,,,,,,,False,
f040b5ad-a428-4618-9649-1197fecb3545,tepbac,,"Ho Chi Minh City, Vietnam",,,,,,,False,
ee178e3c-3632-4a5e-8ee3-66438f4b62cb,tepeo,,"Wokingham, U.K.",,,,,,,False,
224081227,Terabase Energy,terabase.energy,"Berkeley, California",,14.88,Series C,130000000.0,existing and new strategic investors,"Dan Cohen (EVP, Technology & Operations, Co-Founder): https://linkedin.com/in/dan1cohen",True,139.0
f6a1e2a5-9d49-45c4-bd94-6a5d34273803,terapore technologies,https://www.terapore.com/,"San Francisco, CA",,,,,,,False,
282618800,TeraWatt Infrastructure,terawattinfrastructure.com,"San Francisco, California",,-2.94,Series B,1000000000.0,Cyrus Capital,Brian Kibby (Commercial Advisor to CEO): https://linkedin.com/in/briankibby,True,66.0
290897461,Tereform,tereform.com,"Denver, CO",,,,,,,False,
3953dff4-6eef-4a4b-a36d-01058d9adc47,tern ai,https://tern.ai/,"Austin, TX",,,,,,,False,
cede84e4-e6bb-4e75-bd10-ddc7268a72c7,ternel,,"Paris, France",,,,,,,False,
255177394,Terra CO2 Technologies,terraco2.com,"Golden, Colo.",,,,,,,False,
4b121072-136e-4c5c-9ef6-81813bc93f21,terra one,,"Berlin, Germany",,,,,,,False,
262418988,Terra.do,terra.do,"Stanford, California",,25.0,Seed,5000000.0,Stanford Angels & Entrepreneurs,Kamal Kapadia (Co-Founder and Chief Learning Officer): https://linkedin.com/in/kamal-kapadia-bb0a181,True,5.0
224200689,Terradepth,terradepth.com,"Austin, Texas",,29.63,Other,20000000.0,Seagate Technology,Judson K. (Co-Founder and Director): https://linkedin.com/in/judson-k-01468131,True,35.0
0523bb76-ca31-4406-9640-f4ff438af471,terradot,,San Francisco,,,,,,,False,
